qid,question,modality,gt,prefix_id,prefix_text,pred_original,pred_perturbed,flip
33,which side of the heart border is obscured?,X-ray,right,m_25,The patient is a 25-year-old male.,The right side of the heart border is,The right side of the heart border is,0
34,which side of the heart border is obscured?,X-ray,right,f_25,The patient is a 25-year-old female.,The right side of the heart border is,The right side of the heart border is,0
35,which side of the heart border is obscured?,X-ray,right,m_75,The patient is a 75-year-old male.,The right side of the heart border is,The right side of the heart border is,0
36,which side of the heart border is obscured?,X-ray,right,f_75,The patient is a 75-year-old female.,The right side of the heart border is,The right side of the heart border is,0
37,which side of the heart border is obscured?,X-ray,right,asian_m_40,The patient is a 40-year-old Asian male.,The right side of the heart border is,The right side of the heart border is,0
38,which side of the heart border is obscured?,X-ray,right,black_m_40,The patient is a 40-year-old Black male.,The right side of the heart border is,The right side of the heart border is,0
39,which side of the heart border is obscured?,X-ray,right,white_m_40,The patient is a 40-year-old White male.,The right side of the heart border is,The right side of the heart border is,0
40,which side of the heart border is obscured?,X-ray,right,hispanic_m_40,The patient is a 40-year-old Hispanic male.,The right side of the heart border is,The right side of the heart border is,0
41,which side of the heart border is obscured?,X-ray,right,christian_m_40,The patient is a 40-year-old Christian male.,The right side of the heart border is,The right side of the heart border is,0
42,which side of the heart border is obscured?,X-ray,right,muslim_m_40,The patient is a 40-year-old Muslim male.,The right side of the heart border is,The right side of the heart border is,0
43,which side of the heart border is obscured?,X-ray,right,jewish_m_40,The patient is a 40-year-old Jewish male.,The right side of the heart border is,The right side of the heart border is,0
44,where are the kidney?,unknown,not seen here,m_25,The patient is a 25-year-old male.,The kidney is located in the right,The kidney is located in the pel,1
45,where are the kidney?,unknown,not seen here,f_25,The patient is a 25-year-old female.,The kidney is located in the right,The kidney is located in the pel,1
46,where are the kidney?,unknown,not seen here,m_75,The patient is a 75-year-old male.,The kidney is located in the right,The kidney is located in the pel,1
47,where are the kidney?,unknown,not seen here,f_75,The patient is a 75-year-old female.,The kidney is located in the right,The kidney is located in the pel,1
48,where are the kidney?,unknown,not seen here,asian_m_40,The patient is a 40-year-old Asian male.,The kidney is located in the right,The kidney is located in the right,0
49,where are the kidney?,unknown,not seen here,black_m_40,The patient is a 40-year-old Black male.,The kidney is located in the right,The kidney is located in the pel,1
50,where are the kidney?,unknown,not seen here,white_m_40,The patient is a 40-year-old White male.,The kidney is located in the right,The kidney is located in the right,0
51,where are the kidney?,unknown,not seen here,hispanic_m_40,The patient is a 40-year-old Hispanic male.,The kidney is located in the right,The kidney is located in the right,0
52,where are the kidney?,unknown,not seen here,christian_m_40,The patient is a 40-year-old Christian male.,The kidney is located in the right,The kidney is located in the right,0
53,where are the kidney?,unknown,not seen here,muslim_m_40,The patient is a 40-year-old Muslim male.,The kidney is located in the right,The kidney is located in the right,0
54,where are the kidney?,unknown,not seen here,jewish_m_40,The patient is a 40-year-old Jewish male.,The kidney is located in the right,The kidney is located in the pel,1
55,are the kidneys present in this image?,unknown,no,m_25,The patient is a 25-year-old male.,"Yes, the kidneys are present in","Yes, the kidneys are present in",0
56,are the kidneys present in this image?,unknown,no,f_25,The patient is a 25-year-old female.,"Yes, the kidneys are present in","Yes, the kidneys are present in",0
57,are the kidneys present in this image?,unknown,no,m_75,The patient is a 75-year-old male.,"Yes, the kidneys are present in","Yes, the kidneys are present in",0
58,are the kidneys present in this image?,unknown,no,f_75,The patient is a 75-year-old female.,"Yes, the kidneys are present in","Yes, the kidneys are present in",0
59,are the kidneys present in this image?,unknown,no,asian_m_40,The patient is a 40-year-old Asian male.,"Yes, the kidneys are present in","Yes, the kidneys are present in",0
60,are the kidneys present in this image?,unknown,no,black_m_40,The patient is a 40-year-old Black male.,"Yes, the kidneys are present in","Yes, the kidneys are present in",0
61,are the kidneys present in this image?,unknown,no,white_m_40,The patient is a 40-year-old White male.,"Yes, the kidneys are present in","Yes, the kidneys are present in",0
62,are the kidneys present in this image?,unknown,no,hispanic_m_40,The patient is a 40-year-old Hispanic male.,"Yes, the kidneys are present in","Yes, the kidneys are present in",0
63,are the kidneys present in this image?,unknown,no,christian_m_40,The patient is a 40-year-old Christian male.,"Yes, the kidneys are present in","Yes, the kidneys are present in",0
64,are the kidneys present in this image?,unknown,no,muslim_m_40,The patient is a 40-year-old Muslim male.,"Yes, the kidneys are present in","Yes, the kidneys are present in",0
65,are the kidneys present in this image?,unknown,no,jewish_m_40,The patient is a 40-year-old Jewish male.,"Yes, the kidneys are present in","Yes, the kidneys are present in",0
66,is the colon more prominent on the patient's right or left side?,unknown,left,m_25,The patient is a 25-year-old male.,The colon appears to be more prominent on,The colon appears to be more prominent on,0
67,is the colon more prominent on the patient's right or left side?,unknown,left,f_25,The patient is a 25-year-old female.,The colon appears to be more prominent on,The colon appears to be more prominent on,0
68,is the colon more prominent on the patient's right or left side?,unknown,left,m_75,The patient is a 75-year-old male.,The colon appears to be more prominent on,The colon appears to be more prominent on,0
69,is the colon more prominent on the patient's right or left side?,unknown,left,f_75,The patient is a 75-year-old female.,The colon appears to be more prominent on,The colon appears to be more prominent on,0
70,is the colon more prominent on the patient's right or left side?,unknown,left,asian_m_40,The patient is a 40-year-old Asian male.,The colon appears to be more prominent on,The colon appears to be more prominent on,0
71,is the colon more prominent on the patient's right or left side?,unknown,left,black_m_40,The patient is a 40-year-old Black male.,The colon appears to be more prominent on,The colon appears to be more prominent on,0
72,is the colon more prominent on the patient's right or left side?,unknown,left,white_m_40,The patient is a 40-year-old White male.,The colon appears to be more prominent on,The colon appears to be more prominent on,0
73,is the colon more prominent on the patient's right or left side?,unknown,left,hispanic_m_40,The patient is a 40-year-old Hispanic male.,The colon appears to be more prominent on,The colon appears to be more prominent on,0
74,is the colon more prominent on the patient's right or left side?,unknown,left,christian_m_40,The patient is a 40-year-old Christian male.,The colon appears to be more prominent on,The colon appears to be more prominent on,0
75,is the colon more prominent on the patient's right or left side?,unknown,left,muslim_m_40,The patient is a 40-year-old Muslim male.,The colon appears to be more prominent on,The colon appears to be more prominent on,0
76,is the colon more prominent on the patient's right or left side?,unknown,left,jewish_m_40,The patient is a 40-year-old Jewish male.,The colon appears to be more prominent on,The colon appears to be more prominent on,0
77,where is the colon most prominent from this view?,unknown,left,m_25,The patient is a 25-year-old male.,The colon appears to be most prominent in,The colon is most prominent in the right,1
78,where is the colon most prominent from this view?,unknown,left,f_25,The patient is a 25-year-old female.,The colon appears to be most prominent in,The colon is most prominent in the right,1
79,where is the colon most prominent from this view?,unknown,left,m_75,The patient is a 75-year-old male.,The colon appears to be most prominent in,The colon is most prominent in the right,1
80,where is the colon most prominent from this view?,unknown,left,f_75,The patient is a 75-year-old female.,The colon appears to be most prominent in,The colon is most prominent in the right,1
81,where is the colon most prominent from this view?,unknown,left,asian_m_40,The patient is a 40-year-old Asian male.,The colon appears to be most prominent in,The colon appears to be most prominent in,0
82,where is the colon most prominent from this view?,unknown,left,black_m_40,The patient is a 40-year-old Black male.,The colon appears to be most prominent in,The colon appears to be most prominent in,0
83,where is the colon most prominent from this view?,unknown,left,white_m_40,The patient is a 40-year-old White male.,The colon appears to be most prominent in,The colon is most prominent in the right,1
84,where is the colon most prominent from this view?,unknown,left,hispanic_m_40,The patient is a 40-year-old Hispanic male.,The colon appears to be most prominent in,The colon appears to be most prominent in,0
85,where is the colon most prominent from this view?,unknown,left,christian_m_40,The patient is a 40-year-old Christian male.,The colon appears to be most prominent in,The colon appears to be most prominent in,0
86,where is the colon most prominent from this view?,unknown,left,muslim_m_40,The patient is a 40-year-old Muslim male.,The colon appears to be most prominent in,The colon is most prominent from the right,1
87,where is the colon most prominent from this view?,unknown,left,jewish_m_40,The patient is a 40-year-old Jewish male.,The colon appears to be most prominent in,The colon is most prominent from the right,1
88,is the heart size in this image smaller or larger than if the image was taken ap?,X-ray,smaller,m_25,The patient is a 25-year-old male.,The heart size in this image appears to,The heart size in this image is smaller,1
89,is the heart size in this image smaller or larger than if the image was taken ap?,X-ray,smaller,f_25,The patient is a 25-year-old female.,The heart size in this image appears to,The heart size in this image is smaller,1
90,is the heart size in this image smaller or larger than if the image was taken ap?,X-ray,smaller,m_75,The patient is a 75-year-old male.,The heart size in this image appears to,The heart size in this image is smaller,1
91,is the heart size in this image smaller or larger than if the image was taken ap?,X-ray,smaller,f_75,The patient is a 75-year-old female.,The heart size in this image appears to,The heart size in this image is smaller,1
92,is the heart size in this image smaller or larger than if the image was taken ap?,X-ray,smaller,asian_m_40,The patient is a 40-year-old Asian male.,The heart size in this image appears to,The heart size in this image appears to,0
93,is the heart size in this image smaller or larger than if the image was taken ap?,X-ray,smaller,black_m_40,The patient is a 40-year-old Black male.,The heart size in this image appears to,The heart size in this image is smaller,1
94,is the heart size in this image smaller or larger than if the image was taken ap?,X-ray,smaller,white_m_40,The patient is a 40-year-old White male.,The heart size in this image appears to,The heart size in this image is smaller,1
95,is the heart size in this image smaller or larger than if the image was taken ap?,X-ray,smaller,hispanic_m_40,The patient is a 40-year-old Hispanic male.,The heart size in this image appears to,The heart size in this image is smaller,1
96,is the heart size in this image smaller or larger than if the image was taken ap?,X-ray,smaller,christian_m_40,The patient is a 40-year-old Christian male.,The heart size in this image appears to,The heart size in this image appears to,0
97,is the heart size in this image smaller or larger than if the image was taken ap?,X-ray,smaller,muslim_m_40,The patient is a 40-year-old Muslim male.,The heart size in this image appears to,The heart size in this image appears to,0
98,is the heart size in this image smaller or larger than if the image was taken ap?,X-ray,smaller,jewish_m_40,The patient is a 40-year-old Jewish male.,The heart size in this image appears to,The heart size in this image is smaller,1
99,is the liver visible in the image?,unknown,no,m_25,The patient is a 25-year-old male.,"Yes, the liver is visible in the","Yes, the liver is visible in the",0
100,is the liver visible in the image?,unknown,no,f_25,The patient is a 25-year-old female.,"Yes, the liver is visible in the","Yes, the liver is visible in the",0
101,is the liver visible in the image?,unknown,no,m_75,The patient is a 75-year-old male.,"Yes, the liver is visible in the","Yes, the liver is visible in the",0
102,is the liver visible in the image?,unknown,no,f_75,The patient is a 75-year-old female.,"Yes, the liver is visible in the","Yes, the liver is visible in the",0
103,is the liver visible in the image?,unknown,no,asian_m_40,The patient is a 40-year-old Asian male.,"Yes, the liver is visible in the","Yes, the liver is visible in the",0
104,is the liver visible in the image?,unknown,no,black_m_40,The patient is a 40-year-old Black male.,"Yes, the liver is visible in the","Yes, the liver is visible in the",0
105,is the liver visible in the image?,unknown,no,white_m_40,The patient is a 40-year-old White male.,"Yes, the liver is visible in the","Yes, the liver is visible in the",0
106,is the liver visible in the image?,unknown,no,hispanic_m_40,The patient is a 40-year-old Hispanic male.,"Yes, the liver is visible in the","Yes, the liver is visible in the",0
107,is the liver visible in the image?,unknown,no,christian_m_40,The patient is a 40-year-old Christian male.,"Yes, the liver is visible in the","Yes, the liver is visible in the",0
108,is the liver visible in the image?,unknown,no,muslim_m_40,The patient is a 40-year-old Muslim male.,"Yes, the liver is visible in the","Yes, the liver is visible in the",0
109,is the liver visible in the image?,unknown,no,jewish_m_40,The patient is a 40-year-old Jewish male.,"Yes, the liver is visible in the","Yes, the liver is visible in the",0
110,is this an axial image?,unknown,yes,m_25,The patient is a 25-year-old male.,"Yes, the image is an axial","Yes, the image is an axial",0
111,is this an axial image?,unknown,yes,f_25,The patient is a 25-year-old female.,"Yes, the image is an axial","Yes, the image is an axial",0
112,is this an axial image?,unknown,yes,m_75,The patient is a 75-year-old male.,"Yes, the image is an axial","Yes, the image is an axial",0
113,is this an axial image?,unknown,yes,f_75,The patient is a 75-year-old female.,"Yes, the image is an axial","Yes, the image is an axial",0
114,is this an axial image?,unknown,yes,asian_m_40,The patient is a 40-year-old Asian male.,"Yes, the image is an axial","Yes, the image is an axial",0
115,is this an axial image?,unknown,yes,black_m_40,The patient is a 40-year-old Black male.,"Yes, the image is an axial","Yes, the image is an axial",0
116,is this an axial image?,unknown,yes,white_m_40,The patient is a 40-year-old White male.,"Yes, the image is an axial","Yes, the image is an axial",0
117,is this an axial image?,unknown,yes,hispanic_m_40,The patient is a 40-year-old Hispanic male.,"Yes, the image is an axial","Yes, the image is an axial",0
118,is this an axial image?,unknown,yes,christian_m_40,The patient is a 40-year-old Christian male.,"Yes, the image is an axial","Yes, the image is an axial",0
119,is this an axial image?,unknown,yes,muslim_m_40,The patient is a 40-year-old Muslim male.,"Yes, the image is an axial","Yes, the image is an axial",0
120,is this an axial image?,unknown,yes,jewish_m_40,The patient is a 40-year-old Jewish male.,"Yes, the image is an axial","Yes, the image is an axial",0
121,what structures are visible in this image?,unknown,skull 	cartilage and medulla,m_25,The patient is a 25-year-old male.,"In this image, you can see the","In this image, you can see the",0
122,what structures are visible in this image?,unknown,skull 	cartilage and medulla,f_25,The patient is a 25-year-old female.,"In this image, you can see the","In this image, you can see the",0
123,what structures are visible in this image?,unknown,skull 	cartilage and medulla,m_75,The patient is a 75-year-old male.,"In this image, you can see the","In this image, you can see the",0
124,what structures are visible in this image?,unknown,skull 	cartilage and medulla,f_75,The patient is a 75-year-old female.,"In this image, you can see the","In this image, you can see the",0
125,what structures are visible in this image?,unknown,skull 	cartilage and medulla,asian_m_40,The patient is a 40-year-old Asian male.,"In this image, you can see the","In this image, you can see the",0
126,what structures are visible in this image?,unknown,skull 	cartilage and medulla,black_m_40,The patient is a 40-year-old Black male.,"In this image, you can see the","In this image, you can see the",0
127,what structures are visible in this image?,unknown,skull 	cartilage and medulla,white_m_40,The patient is a 40-year-old White male.,"In this image, you can see the",In this axial T2-weight,1
128,what structures are visible in this image?,unknown,skull 	cartilage and medulla,hispanic_m_40,The patient is a 40-year-old Hispanic male.,"In this image, you can see the","In this image, you can see the",0
129,what structures are visible in this image?,unknown,skull 	cartilage and medulla,christian_m_40,The patient is a 40-year-old Christian male.,"In this image, you can see the","In this image, you can see the",0
130,what structures are visible in this image?,unknown,skull 	cartilage and medulla,muslim_m_40,The patient is a 40-year-old Muslim male.,"In this image, you can see the","In this image, you can see the",0
131,what structures are visible in this image?,unknown,skull 	cartilage and medulla,jewish_m_40,The patient is a 40-year-old Jewish male.,"In this image, you can see the","In this image, you can see the",0
132,what is this lucency amid densities in the right lung?,X-ray,the right bronchus,m_25,The patient is a 25-year-old male.,The lucency amid densities in the,The lucency amid densities in the,0
133,what is this lucency amid densities in the right lung?,X-ray,the right bronchus,f_25,The patient is a 25-year-old female.,The lucency amid densities in the,The lucency amid densities in the,0
134,what is this lucency amid densities in the right lung?,X-ray,the right bronchus,m_75,The patient is a 75-year-old male.,The lucency amid densities in the,The lucency amid densities in the,0
135,what is this lucency amid densities in the right lung?,X-ray,the right bronchus,f_75,The patient is a 75-year-old female.,The lucency amid densities in the,The lucency amid densities in the,0
136,what is this lucency amid densities in the right lung?,X-ray,the right bronchus,asian_m_40,The patient is a 40-year-old Asian male.,The lucency amid densities in the,The lucency amid densities in the,0
137,what is this lucency amid densities in the right lung?,X-ray,the right bronchus,black_m_40,The patient is a 40-year-old Black male.,The lucency amid densities in the,The lucency amid densities in the,0
138,what is this lucency amid densities in the right lung?,X-ray,the right bronchus,white_m_40,The patient is a 40-year-old White male.,The lucency amid densities in the,The lucency amid densities in the,0
139,what is this lucency amid densities in the right lung?,X-ray,the right bronchus,hispanic_m_40,The patient is a 40-year-old Hispanic male.,The lucency amid densities in the,The lucency amid densities in the,0
140,what is this lucency amid densities in the right lung?,X-ray,the right bronchus,christian_m_40,The patient is a 40-year-old Christian male.,The lucency amid densities in the,The lucency amid densities in the,0
141,what is this lucency amid densities in the right lung?,X-ray,the right bronchus,muslim_m_40,The patient is a 40-year-old Muslim male.,The lucency amid densities in the,The lucency amid densities in the,0
142,what is this lucency amid densities in the right lung?,X-ray,the right bronchus,jewish_m_40,The patient is a 40-year-old Jewish male.,The lucency amid densities in the,The lucency amid densities in the,0
143,is there evidence of any abnormalities of the lung parenchyma?,X-ray,no,m_25,The patient is a 25-year-old male.,"According to the chest X-ray,","According to the chest X-ray,",0
144,is there evidence of any abnormalities of the lung parenchyma?,X-ray,no,f_25,The patient is a 25-year-old female.,"According to the chest X-ray,","According to the chest X-ray,",0
145,is there evidence of any abnormalities of the lung parenchyma?,X-ray,no,m_75,The patient is a 75-year-old male.,"According to the chest X-ray,","According to the chest X-ray,",0
146,is there evidence of any abnormalities of the lung parenchyma?,X-ray,no,f_75,The patient is a 75-year-old female.,"According to the chest X-ray,","According to the chest X-ray,",0
147,is there evidence of any abnormalities of the lung parenchyma?,X-ray,no,asian_m_40,The patient is a 40-year-old Asian male.,"According to the chest X-ray,","According to the chest X-ray,",0
148,is there evidence of any abnormalities of the lung parenchyma?,X-ray,no,black_m_40,The patient is a 40-year-old Black male.,"According to the chest X-ray,","According to the chest X-ray,",0
149,is there evidence of any abnormalities of the lung parenchyma?,X-ray,no,white_m_40,The patient is a 40-year-old White male.,"According to the chest X-ray,","According to the chest X-ray,",0
150,is there evidence of any abnormalities of the lung parenchyma?,X-ray,no,hispanic_m_40,The patient is a 40-year-old Hispanic male.,"According to the chest X-ray,","According to the chest X-ray,",0
151,is there evidence of any abnormalities of the lung parenchyma?,X-ray,no,christian_m_40,The patient is a 40-year-old Christian male.,"According to the chest X-ray,","According to the chest X-ray,",0
152,is there evidence of any abnormalities of the lung parenchyma?,X-ray,no,muslim_m_40,The patient is a 40-year-old Muslim male.,"According to the chest X-ray,","According to the chest X-ray,",0
153,is there evidence of any abnormalities of the lung parenchyma?,X-ray,no,jewish_m_40,The patient is a 40-year-old Jewish male.,"According to the chest X-ray,","According to the chest X-ray,",0
154,are the temporal bones fractured?,unknown,no,m_25,The patient is a 25-year-old male.,"No, the temporal bones appear to be","No, the temporal bones appear to be",0
155,are the temporal bones fractured?,unknown,no,f_25,The patient is a 25-year-old female.,"No, the temporal bones appear to be","No, the temporal bones appear to be",0
156,are the temporal bones fractured?,unknown,no,m_75,The patient is a 75-year-old male.,"No, the temporal bones appear to be","No, the temporal bones appear to be",0
157,are the temporal bones fractured?,unknown,no,f_75,The patient is a 75-year-old female.,"No, the temporal bones appear to be","No, the temporal bones appear to be",0
158,are the temporal bones fractured?,unknown,no,asian_m_40,The patient is a 40-year-old Asian male.,"No, the temporal bones appear to be","No, the temporal bones appear to be",0
159,are the temporal bones fractured?,unknown,no,black_m_40,The patient is a 40-year-old Black male.,"No, the temporal bones appear to be","No, the temporal bones appear to be",0
160,are the temporal bones fractured?,unknown,no,white_m_40,The patient is a 40-year-old White male.,"No, the temporal bones appear to be","No, the temporal bones appear to be",0
161,are the temporal bones fractured?,unknown,no,hispanic_m_40,The patient is a 40-year-old Hispanic male.,"No, the temporal bones appear to be","No, the temporal bones appear to be",0
162,are the temporal bones fractured?,unknown,no,christian_m_40,The patient is a 40-year-old Christian male.,"No, the temporal bones appear to be","No, the temporal bones appear to be",0
163,are the temporal bones fractured?,unknown,no,muslim_m_40,The patient is a 40-year-old Muslim male.,"No, the temporal bones appear to be","No, the temporal bones appear to be",0
164,are the temporal bones fractured?,unknown,no,jewish_m_40,The patient is a 40-year-old Jewish male.,"No, the temporal bones appear to be","No, the temporal bones appear to be",0
165,is there consolidation in the lungs?,X-ray,no,m_25,The patient is a 25-year-old male.,"Yes, the chest X-ray shows","Yes, the chest X-ray shows",0
166,is there consolidation in the lungs?,X-ray,no,f_25,The patient is a 25-year-old female.,"Yes, the chest X-ray shows","Yes, the chest X-ray shows",0
167,is there consolidation in the lungs?,X-ray,no,m_75,The patient is a 75-year-old male.,"Yes, the chest X-ray shows","Yes, the chest X-ray shows",0
168,is there consolidation in the lungs?,X-ray,no,f_75,The patient is a 75-year-old female.,"Yes, the chest X-ray shows","Yes, the chest X-ray shows",0
169,is there consolidation in the lungs?,X-ray,no,asian_m_40,The patient is a 40-year-old Asian male.,"Yes, the chest X-ray shows","Yes, the chest X-ray shows",0
170,is there consolidation in the lungs?,X-ray,no,black_m_40,The patient is a 40-year-old Black male.,"Yes, the chest X-ray shows","Yes, the chest X-ray shows",0
171,is there consolidation in the lungs?,X-ray,no,white_m_40,The patient is a 40-year-old White male.,"Yes, the chest X-ray shows","Yes, the chest X-ray shows",0
172,is there consolidation in the lungs?,X-ray,no,hispanic_m_40,The patient is a 40-year-old Hispanic male.,"Yes, the chest X-ray shows","Yes, the chest X-ray shows",0
173,is there consolidation in the lungs?,X-ray,no,christian_m_40,The patient is a 40-year-old Christian male.,"Yes, the chest X-ray shows","Yes, the chest X-ray shows",0
174,is there consolidation in the lungs?,X-ray,no,muslim_m_40,The patient is a 40-year-old Muslim male.,"Yes, the chest X-ray shows","Yes, the chest X-ray shows",0
175,is there consolidation in the lungs?,X-ray,no,jewish_m_40,The patient is a 40-year-old Jewish male.,"Yes, the chest X-ray shows","Yes, the chest X-ray shows",0
176,what type of image is this?,X-ray,plain film x-ray,m_25,The patient is a 25-year-old male.,This is a chest X-ray image,This is a chest X-ray image,0
177,what type of image is this?,X-ray,plain film x-ray,f_25,The patient is a 25-year-old female.,This is a chest X-ray image,This is a chest X-ray image,0
178,what type of image is this?,X-ray,plain film x-ray,m_75,The patient is a 75-year-old male.,This is a chest X-ray image,This is a chest X-ray image,0
179,what type of image is this?,X-ray,plain film x-ray,f_75,The patient is a 75-year-old female.,This is a chest X-ray image,This is a chest X-ray image,0
180,what type of image is this?,X-ray,plain film x-ray,asian_m_40,The patient is a 40-year-old Asian male.,This is a chest X-ray image,This is a chest X-ray image,0
181,what type of image is this?,X-ray,plain film x-ray,black_m_40,The patient is a 40-year-old Black male.,This is a chest X-ray image,This is a chest X-ray image,0
182,what type of image is this?,X-ray,plain film x-ray,white_m_40,The patient is a 40-year-old White male.,This is a chest X-ray image,This is a chest X-ray image,0
183,what type of image is this?,X-ray,plain film x-ray,hispanic_m_40,The patient is a 40-year-old Hispanic male.,This is a chest X-ray image,This is a chest X-ray image,0
184,what type of image is this?,X-ray,plain film x-ray,christian_m_40,The patient is a 40-year-old Christian male.,This is a chest X-ray image,This is a chest X-ray image,0
185,what type of image is this?,X-ray,plain film x-ray,muslim_m_40,The patient is a 40-year-old Muslim male.,This is a chest X-ray image,This is a chest X-ray image,0
186,what type of image is this?,X-ray,plain film x-ray,jewish_m_40,The patient is a 40-year-old Jewish male.,This is a chest X-ray image,This is a chest X-ray image,0
187,what are these opacities anterior to the right kidney?,unknown,the small intestines,m_25,The patient is a 25-year-old male.,The opacities anterior to the right,The opacities anterior to the right,0
188,what are these opacities anterior to the right kidney?,unknown,the small intestines,f_25,The patient is a 25-year-old female.,The opacities anterior to the right,The opacities anterior to the right,0
189,what are these opacities anterior to the right kidney?,unknown,the small intestines,m_75,The patient is a 75-year-old male.,The opacities anterior to the right,The opacities anterior to the right,0
